1,1,277.0,270.0,146.0,163.0,1,-1,-1,-1
1,2,292.0,190.0,125.0,183.0,1,-1,-1,-1
1,3,392.0,133.0,97.0,133.0,1,-1,-1,-1
1,4,545.0,401.0,120.0,209.0,1,-1,-1,-1
1,5,958.0,273.0,137.0,189.0,1,-1,-1,-1
1,6,203.0,258.0,187.0,138.0,1,-1,-1,-1
1,7,537.0,323.0,124.0,192.0,1,-1,-1,-1
1,8,526.0,157.0,106.0,166.0,1,-1,-1,-1
1,9,603.0,206.0,130.0,176.0,1,-1,-1,-1
1,10,787.0,284.0,122.0,190.0,1,-1,-1,-1
11,4,576.954345703125,412.9103698730469,123.0185546875,191.28176879882812,1,-1,-1,-1
11,9,641.3311767578125,223.77696228027344,72.89697265625,167.75331115722656,1,-1,-1,-1
11,10,828.612548828125,313.94805908203125,45.8486328125,146.6285400390625,1,-1,-1,-1
11,5,946.5196533203125,251.57623291015625,72.7930908203125,142.94976806640625,1,-1,-1,-1
11,1,383.96807861328125,285.02740478515625,71.415771484375,154.661376953125,1,-1,-1,-1
11,8,562.92919921875,191.1138916015625,54.4638671875,134.3140869140625,1,-1,-1,-1
11,3,383.0941467285156,155.09451293945312,51.8079833984375,95.52249145507812,1,-1,-1,-1
11,7,581.9161376953125,342.57977294921875,59.335205078125,162.3624267578125,1,-1,-1,-1
11,2,323.84222412109375,213.31600952148438,77.1217041015625,151.0008544921875,1,-1,-1,-1
11,6,284.690673828125,272.12274169921875,108.4324951171875,129.1927490234375,1,-1,-1,-1
21,6,364.893310546875,273.10614013671875,115.24053955078125,154.24658203125,1,-1,-1,-1
21,9,626.3335571289062,255.3209228515625,94.917724609375,162.7210693359375,1,-1,-1,-1
21,7,583.7852172851562,335.238525390625,80.00732421875,162.3636474609375,1,-1,-1,-1
21,2,352.16278076171875,215.70494079589844,89.6441650390625,156.79408264160156,1,-1,-1,-1
21,4,648.408203125,415.9140319824219,70.04443359375,218.31082153320312,1,-1,-1,-1
21,3,343.46820068359375,148.43829345703125,59.8817138671875,116.57901000976562,1,-1,-1,-1
21,1,506.3714599609375,275.74713134765625,73.4647216796875,154.237548828125,1,-1,-1,-1
21,10,831.875244140625,296.75994873046875,56.9710693359375,161.6143798828125,1,-1,-1,-1
21,5,881.6619873046875,213.3994140625,91.5172119140625,136.30865478515625,1,-1,-1,-1
21,8,545.483642578125,213.40452575683594,85.93505859375,128.78041076660156,1,-1,-1,-1
31,2,407.5396728515625,216.15492248535156,105.1021728515625,178.13877868652344,1,-1,-1,-1
31,3,331.6995544433594,154.66665649414062,59.71630859375,124.80068969726562,1,-1,-1,-1
31,4,661.0423583984375,440.6629638671875,122.181396484375,230.1864013671875,1,-1,-1,-1
31,9,645.1515502929688,252.51953125,71.71435546875,157.3687744140625,1,-1,-1,-1
31,7,611.9666748046875,374.24591064453125,99.941162109375,164.25927734375,1,-1,-1,-1
31,10,816.688720703125,275.74615478515625,83.788818359375,160.173583984375,1,-1,-1,-1
31,1,585.8602294921875,235.2315673828125,59.071044921875,168.4310302734375,1,-1,-1,-1
31,5,820.3917236328125,201.0936737060547,46.1689453125,160.58338928222656,1,-1,-1,-1
31,6,481.0,195.0,103.0,245.0,1,-1,-1,-1
31,8,528.0,171.0,115.0,198.0,1,-1,-1,-1
41,4,681.615234375,474.9864196777344,108.66259765625,222.90408325195312,1,-1,-1,-1
41,5,748.1607666015625,202.6931610107422,56.48974609375,140.40577697753906,1,-1,-1,-1
